beneficiary,beneficiary_address,project_title,project_description,total_amount,status,funding_agency
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Pflegevisite und Fallbesprechung,1365.66,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Universitätslehrgang für Pflegemanagement,8788.8,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Basale Stimulation in der Pflege,2213.91,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Konflikte erkennen und bewältigen,433.08,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Seniorenanimateurin,2683.96,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Sicherheitsvertrauensperson,472.62,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Validation,2927.36,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Optimaler Umgang mit schwierigen Heimbewohnern und Angehörigen,1751.49,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Praxisanleitung,2417.35,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Ausbildung zum Wundbehandlungsmanager,3714.79,A,Arbeitsmarktservice Burgenland
Pflegezentrum Raiding Franz Drescher GmbH.,"7321 Raiding, Neugasse 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Aromapflege Fortsetzungsseminar,264.77,A,Arbeitsmarktservice Burgenland
PG-Friseur GmbH,"2491 Neufeld/Leitha, Eisenstädter Str. 19",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Langhaar College,350,A,Arbeitsmarktservice Burgenland
Physiocare Therapiezentrum,"2460 Bruckneudorf, Kiralystrasse 2a/3/1",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Profi an der Rezeption,346.5,A,Arbeitsmarktservice Burgenland
Picher GmbH,"7344 Stoob, 7350 Stoob-Süd, FMZ, Stoob-Süd Nr. 54 Top 5","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminar ""Kunden/innen gewinnen und nachhaltig binden""",2700,A,Wirtschaft Burgenland GmbH
Pichler & Biringer KG,"7212 Forchtenstein, Hauptstraße 186","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbilderkurs inkl. Fachgespräch - blended learning,270,A,Wirtschaft Burgenland GmbH
Pichler Brigitte,"7021 Baumgarten im Burgenland, Neue Siedlung 9","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Fußpflegeausbildung,2617.5,A,Wirtschaft Burgenland GmbH
Pieber Elisabeth,"7201 Neudörfl, Dr. Fischer Hof 15/21","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Back to the Roots: Die Kunst der Ernährung,3318,A,Wirtschaft Burgenland GmbH
Pientsch GmbH,"7540 Inzenhof, Inzenhof Nr. 66","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Vorbereitungskurs Meisterprüfung Heizungstechnik,2445,A,Wirtschaft Burgenland GmbH
Piff Florian Dominik,"7422 Riedlingsdorf, Untere Hauptstraße 17","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Universitätslehrgang ""MSc Online Media Marketing 5"", 1. - 2. Semester",3637.5,A,Wirtschaft Burgenland GmbH
Pilz Gebäudereinigung GmbH,"7041 Eisenstadt, Industriegelände 10",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Unterhaltsreinigung für Reinigungspersonal,4715.44,A,Arbeitsmarktservice Burgenland
Pimperl Hans Peter,"7412 Wolfau, Nr. 396","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Einführung in die Transaktionsanalyse, Coaching, Supervision (Nr. 101 Kompaktseminar); Persönliche Kompetenz - Selbstkompetenz (Nr. 801)",2000,A,Wirtschaft Burgenland GmbH
Pimperl Hans Peter,"7412 Wolfau, Nr. 396","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Beziehungs- und Teamkompetenz (Nr. 901),2512.5,A,Wirtschaft Burgenland GmbH
Pimperl Hans Peter,"7412 Wolfau, Nr. 396","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Organisations- und Systemkompetenz (Nr. 001),2512.5,A,Wirtschaft Burgenland GmbH
Pincolits Stephan e.U.,"7053 Hornstein, Industriegasse I/10","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Top Seller - Verkaufsintensivtraining, Modul A-E",1695,A,Wirtschaft Burgenland GmbH
Pinetz Reinhard,"7132 Frauenkirchen, Nationalparksiedlung 59/3/12","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",sW2012-3 - smart Windows Server 2012 (R2): Enterprise- Services; CompTIA A+IT-Techniker/-in; CompTIA Network+Professional,2857.5,A,Wirtschaft Burgenland GmbH
Pinkataler Schotterwerke Gm bH & Co KG,"7400 Oberwart, Steinamangerer Straße 16",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Lehrgang für die Durchführung von Tiefbohrlochsprengarbeiten,315,A,Arbeitsmarktservice Burgenland
Pinkataler Schotterwerke Gm bH & Co KG,"7400 Oberwart, Steinamangerer Straße 16",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Fahrerqualifikation C 95,200,A,Arbeitsmarktservice Burgenland
Pinkataler Schotterwerke GmbH & Co KG,"7400 Oberwart, Steinamangerer Straße 16","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Seminar für Asphaltstraßenbauer,1800,A,Wirtschaft Burgenland GmbH
Pinter Christian DI (FH) - Green Consulting e.U.,"7471 Rechnitz, Alois Gossi- Gasse 11","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",CMC-Beraterlehrgang,2996.25,A,Wirtschaft Burgenland GmbH
Pinter Hans Joachim,"7100 Neusiedl am See, Unt. Hauptstr. 34",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Unternehmensauftritt-Auslagengestaltung & Dekoration,364,A,Arbeitsmarktservice Burgenland
Pinter Josef,"7023 Zemendorf, Mühlgasse 16","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Vorbereitungskurs für Teilgewerbe Erdbau,1012.5,A,Wirtschaft Burgenland GmbH
Pinter Josef,"7023 Zemendorf, Mühlgasse 16","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",C95 Weiterbildung der FS-Gruppen C bzw. C1,477.73,A,Wirtschaft Burgenland GmbH
Pinter Veronika,"7221 Marz, Bachstraße 9","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbildung zum zertifizierten wingwave-Coach,975,A,Wirtschaft Burgenland GmbH
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Lohnverrechnung und Zeiterfassung,4128.93,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigte,"Qualifizierungsförderung für Beschäftigte: Fakturierung, Projektverwaltung, CRM",5329.24,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Kostenrechnung und Projektcontrolling,3441.04,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Staplerkurs,136.87,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigte,"Qualifizierungsförderung für Beschäftigte: Schulung AutoCad Advanced, Pro Steel",825,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: IWS- Schweißwerkmeister Lehrgang,2576,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: IWS-0 Vorbereitungskurs,619.5,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstrasse 19b",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,"Qualifizierungsförderung für Beschäftigte: EN Iso 3834, EN 1090 Implementierung",483,A,Arbeitsmarktservice Burgenland
PIRIBAUER KG,"7201 Neudörfl, Bickfordstraße 19b","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Lehrgang: International Welding Specialist bzw. Schweißwerkmeister - Hauptlehrgang IWS,2115,A,Wirtschaft Burgenland GmbH
Pittnauer Karoline,"7122 GOLS, Festwiese 13",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: ECDL/PC Anwender Ausbildung,1421.25,A,Arbeitsmarktservice Burgenland
Plank Elke,"7022 Schattendorf, Hauptstraße 153","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminar ""Tendance Coiffure""",442.5,A,Wirtschaft Burgenland GmbH
Plank Elke,"7022 Schattendorf, Hauptstraße 153","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Langhaar-College; Männer-College,375,A,Wirtschaft Burgenland GmbH
Plank Elke,"7022 Schattendorf, Hauptstraße 153","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminar ""Trend Weekend Demo + Praxis""",261.75,A,Wirtschaft Burgenland GmbH
Plank Elke,"7022 Schattendorf, Hauptstraße 153","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminar ""Fashion Workshop""",285,A,Wirtschaft Burgenland GmbH
planstelle - büro für gestaltung & kommunikation im raum e.U.,"7210 Mattersburg, Dr. Adolf Schärf-Straße 30/3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Vorbereitungskurs zur Befähigungsprüfung Ingenieurbüros,742.5,A,Wirtschaft Burgenland GmbH
Pock Bernhard,"7062 Sankt Margarethen im Burgenland, Schulgasse 9","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbildung zum/zur zertifizierten Fachtrainer/in,1350,A,Wirtschaft Burgenland GmbH
Pöcks Umwelt Service,"7100 Neusiedl am See, Ludwig Boltzmannstraße 1",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Weiterbildung Fahrerqualifikation,2197.26,A,Arbeitsmarktservice Burgenland
Pöcks Umwelt Service,"7100 Neusiedl am See, Ludwig Boltzmannstraße 1",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Kraftfahrerweiterbildung gem. GWB,3118.5,A,Arbeitsmarktservice Burgenland
Pock-Schraith Manuela,"8380 Jennersdorf, Laritzgraben 32","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Vorbereitung auf den schriftlichen und mündlichen Teil der Befähigungsprüfung für Fußpflege; Vorbereitung auf den praktischen Teil der Befähigungsprüfung für Kosmetik; Vorbereitung auf den praktischen Teil der,1117.5,A,Wirtschaft Burgenland GmbH
Podersdorf Tourismus- und Freizeitbetriebs GesmbH.,"7141 Podersdorf am See, Hauptstraße 2",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Training für Verantwortungsträger Modul 1-3,15330.22,A,Arbeitsmarktservice Burgenland
Podersdorf Tourismus- und Freizeitbetriebs GesmbH.,"7141 Podersdorf am See, Hauptstraße 2",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Training für Verantwortungsträger,19302.87,A,Arbeitsmarktservice Burgenland
Podersdorf Tourismus- und Freizeitbetriebs GesmbH.,"7141 Podersdorf am See, Hauptstraße 2",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Training für Verantwortungsträger Modul 8-10,13579.49,A,Arbeitsmarktservice Burgenland
Pöll-Bau und Immobilien OG,"7423 PINKAFELD, Steinamangerstr. 23",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Solarteur,1942.5,A,Arbeitsmarktservice Burgenland
Polleres Plastic GmbH,"7222 Rohrbach, Bahnstraße 40",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Staplerführerkurs,910.12,A,Arbeitsmarktservice Burgenland
Polleres Bau GmbH,"7210 Mattersburg, Hauptstraße 3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung zum Turmdrehkran- und Auslegerkranführer,1350,A,Arbeitsmarktservice Burgenland
POLSTER Reinhard,"7434 Bernstein, Dreihütten 62",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: VL Unternehmerprüfung,900.75,A,Arbeitsmarktservice Burgenland
POLYCHEM Handelsges.m.b.H.,"7411 Markt Allhau, Nr. 463",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Staplerkurs,172.5,A,Arbeitsmarktservice Burgenland
POLYCHEM Handelsges.m.b.H.,"7411 Markt Allhau, Nr. 463",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Englisch - CEF in Company Training,3258.14,A,Arbeitsmarktservice Burgenland
POLYCHEM Handelsges.m.b.H.,"7411 Markt Allhau, Nr. 463",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Verkaufstraining,4162.05,A,Arbeitsmarktservice Burgenland
POLYCHEM Handelsges.m.b.H.,"7411 Markt Allhau, Nr. 463",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Seminar für das Führen von Staplern,232.5,A,Arbeitsmarktservice Burgenland
POLYCHEM Handelsges.m.b.H.,"7411 Markt Allhau, Nr. 463",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung zum Brandschutzbeauftragten,678.79,A,Arbeitsmarktservice Burgenland
POLYCHEM Handelsges.m.b.H.,"7411 Markt Allhau, Nr. 463",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Verkaufstraining,2626.68,A,Arbeitsmarktservice Burgenland
POLYCHEM Handelsges.m.b.H.,"7411 Markt Allhau, Gewerbeweg 7",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Slowenisch Sprachkurs,175,A,Arbeitsmarktservice Burgenland
Polychem Handelsgesellschaft m.b.H.,"7411 Markt Allhau, Nr. 463","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminar ""Verhandeln am Limit""",705.75,A,Wirtschaft Burgenland GmbH
Polychem Handelsgesellschaft m.b.H.,"7411 Markt Allhau, Nr. 463","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Starkurs Plus - Semi Intensiv English Course,483.75,A,Wirtschaft Burgenland GmbH
Polychem Handelsgesellschaft m.b.H.,"7411 Markt Allhau, Nr. 463","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Verkaufstraining ""Abschlusstechniken für Profis und Akquisitionstraining für stetiges Wachstum""",975,A,Wirtschaft Burgenland GmbH
Polychem Handelsgesellschaft m.b.H.,"7411 Markt Allhau, Gewerbeweg 7","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Vorbereitungslehrgang für die Bilanzbuchhalterprüfung,1350,A,Wirtschaft Burgenland GmbH
Polzer Michaela Magdalena,"7543 Kukmirn, Ungerberg 10/1","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Vorbereitungskurs Befähigungsprüfung Fußpflege,637.5,A,Wirtschaft Burgenland GmbH
Pomper Andreas,"7540 Güssing, Kasernenstraße 48",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Floristik Workshop Handwerk im Trend - Allerheiligen,1558.24,A,Arbeitsmarktservice Burgenland
Pöschl Marlies,"2460 Bruckneudorf, Sappe 160","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Shin So Shiatsu, Level 1+2",375,A,Wirtschaft Burgenland GmbH
Poten Patrick,"7561 Heiligenkreuz im Lafnitztal, Nr. 11","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",MS Excel Grundlagen,232.5,A,Wirtschaft Burgenland GmbH
Pöttschacher Martina,"7023 Pöttelsdorf, Satzweg 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Modul: Biofeedback; Modul: Bachblüten für SchülerInnen; Modul: Projekte und Konzepte,555.01,A,Wirtschaft Burgenland GmbH
Pöttschacher Martina,"7023 Pöttelsdorf, Satzweg 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",MET nach Franke - Grundseminar; MET nach Franke - Aufbauseminar; MET nach Franke® -Professional I,690,A,Wirtschaft Burgenland GmbH
Pöttschacher Martina,"7023 Pöttelsdorf, Satzweg 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbildungslehrgang zum Mineralstoffberater nach Dr. Schüßler,930,A,Wirtschaft Burgenland GmbH
PÖTTSCHINGER GERÜSTBAU GmbH,"7032 Sigleß, Wirtschaftspark II/1",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Buchhaltung 1,248.5,A,Arbeitsmarktservice Burgenland
Pratscher Hans,"7433 Mariasdorf, Nr. 46","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Ausbildung ""Strukturelle Osteopathie und Sanfte Chiropraktik"" nach Dr. Ackermann",1200,A,Wirtschaft Burgenland GmbH
Pratscher Hans,"7433 Mariasdorf, Nr. 46","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Orthopädische Medizin - Manuelle Therapie (IAOM),3366,A,Wirtschaft Burgenland GmbH
Praunseis Alexandra,"7063 Oggau, Hauptstraße 78","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Einführung in die BWL; BW-Steuerlehre Modul 1 Fachkurs BWL Steuergestaltungslehre, Umgründungssteuerrecht; Kostenrechnung + Modul 3 Fachkurs BWL Kostenrechnung, Unternehmensorganisation; Jahresabschlussanalyse + Modul 2 Fachkurs BWL Jahresabschlussanalyse, Investition einschl. Unternehmensbewertung; Finanzierung + Modul 3 Fachkurs BWL Finanzierung, Planungsrechnungen; Kostenrechnung + Modul 2 Beispielkurs BWL Kostenrechnung, Finanzierung, Planungsrechnungen, Unternehmensorganisation; BW-Steuerlehre + Modul 1 Beispielkurs BWL Steuergestaltungslehre, Umgründungsrecht, Jahresabschlussanalyse, Investition einschl. Unternehmemsbewertung",730.28,A,Wirtschaft Burgenland GmbH
