Bénéficiaires,Date de la demande,Montant total des chèques technologiques,Feder décidées,Part wallonne décidées,Montants cofinancés décidées,Feder payées,Part wallonne payées,Montants cofinancés payées,Date de clôture,project
CLIMATECH INTERNATIONAL,15/09/2014,1500,450,675,1125,450,675,1125,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Fonderie Gaston Fallais,08/09/2014,3500,1050,1575,2625,1050,1575,2625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELEONOR,26/09/2014,16500,4950,7425,12375,4950,7425,12375,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
JAM & RY,02/09/2014,1500,450,675,1125,450,675,1125,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MITIS,03/09/2014,12000,3600,5400,9000,3600,5400,9000,26/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
UNISENSOR,03/09/2014,3500,1050,1575,2625,1050,1575,2625,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VINCIT,04/09/2014,20000,6000,9000,15000,6000,9000,15000,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BECARV,09/09/2014,20000,6000,9000,15000,6000,9000,15000,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROBIOX,26/09/2014,12000,3600,5400,9000,3600,5400,9000,26/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ORTIS,15/09/2014,5000,1500,2250,3750,1500,2250,3750,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GENVAL LES DAMES,17/09/2014,20000,6000,9000,15000,6000,9000,15000,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ILLUBEL,1/10/2014,10000,3000,4500,7500,3000,4500,7500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ILLUBEL,1/10/2014,10000,3000,4500,7500,3000,4500,7500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ARDOISIERES D'HERBEUMONT,17/03/2015,7000,2100,3150,5250,2100,3150,5250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CITOBI,24/09/2014,10000,3000,4500,7500,3000,4500,7500,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Freedelity,25/09/2014,7500,2250,3375,5625,2250,3375,5625,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PUROLATOR ADVANCED FILTRATION,25/09/2014,4000,1200,1800,3000,1200,1800,3000,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LA BIOSPHERE,29/09/2014,11000,3300,4950,8250,3300,4950,8250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
INDUSYS TECHNOLOGIES BELGIUM,13/10/2014,5000,1500,2250,3750,1500,2250,3750,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
D.R.B.,27/10/2014,3000,900,1350,2250,900,1350,2250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SYNOLYNE PHARMA,1/10/2014,5000,1500,2250,3750,1500,2250,3750,20/04/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SOTOS DIGITAL,29/09/2014,20000,6000,9000,15000,6000,9000,15000,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Affinerie de la Meuse,28/10/2014,2500,750,1125,1875,750,1125,1875,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,30/09/2014,5500,1650,2475,4125,1650,2475,4125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EURESYS,9/10/2014,20000,6000,9000,15000,6000,9000,15000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CREATIVE CARBON CYCLE,9/10/2014,20000,6000,9000,15000,6000,9000,15000,1/12/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Fonderie Gaston Fallais,10/10/2014,4000,1200,1800,3000,1200,1800,3000,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
OPAL-SYSTEMS,20/10/2014,5500,1650,2475,4125,1650,2475,4125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VEGEPACK,25/11/2014,9000,2700,4050,6750,2700,4050,6750,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
JMei,7/11/2014,3000,900,1350,2250,900,1350,2250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERE DE LA HAZOTTE - H. VERHOEVEN,12/03/2015,9500,2850,4275,7125,2850,4275,7125,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MAXILINE,5/11/2014,5000,1500,2250,3750,1500,2250,3750,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VORTAL,5/11/2014,7500,2250,3375,5625,2250,3375,5625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,7/11/2014,1500,450,675,1125,450,675,1125,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
"Land, Farm & Men",9/11/2014,3000,900,1350,2250,900,1350,2250,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
H.P. LINDEN,13/11/2014,20000,6000,9000,15000,6000,9000,15000,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EPUR,17/11/2014,19500,5850,8775,14625,5850,8775,14625,23/12/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RADERMACHER DISTILLERIE,18/11/2014,8500,2550,3825,6375,2550,3825,6375,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NUTRI HEALTH,22/12/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PIERRET EXTRUSION,25/11/2014,4000,1200,1800,3000,1200,1800,3000,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
JMei,25/11/2014,5000,1500,2250,3750,1500,2250,3750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LEXIAGO,2/12/2014,10000,3000,4500,7500,3000,4500,7500,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ARGIBAT,3/12/2014,4000,1200,1800,3000,1200,1800,3000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ERC Belgium,4/12/2014,14500,4350,6525,10875,4350,6525,10875,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZincOx Belgium,11/12/2014,3000,900,1350,2250,900,1350,2250,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VORTAL,8/12/2014,12500,3750,5625,9375,3750,5625,9375,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
INDUSTRIAL CONTROL MACHINES,16/12/2014,10500,3150,4725,7875,3150,4725,7875,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EUROGEMA,9/12/2014,16000,4800,7200,12000,4800,7200,12000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TCONCEPT COMPANY,16/12/2014,20000,6000,9000,15000,6000,9000,15000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Stûv,9/12/2014,15500,4650,6975,11625,4650,6975,11625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZincOx Belgium,11/12/2014,3000,900,1350,2250,900,1350,2250,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Stûv,10/12/2014,4500,1350,2025,3375,1350,2025,3375,11/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Buhlmann,10/12/2014,10500,3150,4725,7875,3150,4725,7875,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
WATERPRO,10/12/2014,20000,6000,9000,15000,6000,9000,15000,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ARGIBAT,12/01/2015,1000,300,450,750,300,450,750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AVA INDUSTRIALS,10/12/2014,7000,2100,3150,5250,2100,3150,5250,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
it4ip,16/12/2014,2000,600,900,1500,600,900,1500,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Freedelity,12/12/2014,12500,3750,5625,9375,3750,5625,9375,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BIOPTIS,16/12/2014,12000,3600,5400,9000,3600,5400,9000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CHAUFF' ET VOUS,16/12/2014,2500,750,1125,1875,750,1125,1875,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
COLASSE SA,19/12/2014,8000,2400,3600,6000,2400,3600,6000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
COLASSE SA,19/12/2014,5000,1500,2250,3750,1500,2250,3750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
COLASSE SA,19/12/2014,7000,2100,3150,5250,2100,3150,5250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EURO PIECES DEPANNAGE,16/12/2014,1500,450,675,1125,450,675,1125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IONICS,18/12/2014,7000,2100,3150,5250,2100,3150,5250,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IONICS,18/12/2014,7500,2250,3375,5625,2250,3375,5625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Nadine Daro,18/12/2014,19500,5850,8775,14625,5850,8775,14625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ARGIBAT,17/12/2014,15000,4500,6750,11250,4500,6750,11250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CORIS BIOCONCEPT,19/12/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AMHYSPIN,18/12/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Etablissements SIMONIS S.,06/01/2015,8500,2550,3825,6375,2550,3825,6375,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Ets BISTER,18/12/2014,10000,3000,4500,7500,3000,4500,7500,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VIGO UNIVERSAL,18/12/2014,10000,3000,4500,7500,3000,4500,7500,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MEURENS NATURAL,18/12/2014,15000,4500,6750,11250,4500,6750,11250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HP MANAGEMENT & CONSULTING,18/12/2014,20000,6000,9000,15000,3150,4725,7875,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PHARMA TECHNOLOGY,19/12/2014,13000,3900,5850,9750,3900,5850,9750,23/12/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SMOLINFO,27/01/2015,1500,450,675,1125,450,675,1125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PHARMA TECHNOLOGY,19/12/2014,7000,2100,3150,5250,2100,3150,5250,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IONICS,19/12/2014,2500,750,1125,1875,750,1125,1875,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SANIFOX,19/12/2014,20000,6000,9000,15000,6000,9000,15000,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TPMS BELGIUM,19/12/2014,7500,2250,3375,5625,2250,3375,5625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TPMS BELGIUM,20/12/2014,7500,2250,3375,5625,2250,3375,5625,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HYDRO+RENTAL,19/12/2014,12000,3600,5400,9000,3600,5400,9000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BUZON PEDESTAL INTERNATIOAL,21/12/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CED M.M.,19/12/2014,20000,6000,9000,15000,6000,9000,15000,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LASER 2000,22/12/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TARADON LABORATORY,22/12/2014,3500,1050,1575,2625,1050,1575,2625,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IOL,31/12/2014,10000,3000,4500,7500,3000,4500,7500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
WOW TECHNOLOGY,26/12/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HLO,22/12/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
G H L - GROUPE,15/01/2015,500,150,225,375,150,225,375,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TABLE TENNIS RUBBER FIXING BELGIUM,21/01/2015,6500,1950,2925,4875,1950,2925,4875,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ADVANCED COATING,23/01/2015,5000,1500,2250,3750,1500,2250,3750,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CALYOS,27/01/2015,5500,1650,2475,4125,1650,2475,4125,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DESCLEE-NOEL GROUPE,06/02/2015,20000,6000,9000,15000,6000,9000,15000,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TILMAN,17/02/2015,10000,3000,4500,7500,3000,4500,7500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RECYCLING PRODUCT COVERS,16/02/2015,7000,2100,3150,5250,2100,3150,5250,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,18/02/2015,1500,450,675,1125,450,675,1125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IP Trade,18/02/2015,5000,1500,2250,3750,1500,2250,3750,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ORTIS,20/02/2015,1500,450,675,1125,450,675,1125,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DO EAT,25/02/2015,12000,3600,5400,9000,3600,5400,9000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Gravaubel,23/02/2015,9000,2700,4050,6750,2700,4050,6750,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIAGENODE,22/03/2015,3500,1050,1575,2625,1050,1575,2625,26/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Général Décoration,02/03/2015,5000,1500,2250,3750,1500,2250,3750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AGRI PACKAGING,03/03/2015,8000,2400,3600,6000,2400,3600,6000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VEGEPACK,05/03/2015,2500,750,1125,1875,750,1125,1875,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Lambiotte et Compagnie,13/04/2015,4500,1350,2025,3375,1350,2025,3375,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
